labels,clean_text_g
0,585962824848 101434682585913978258871803613978 135362816803 58591353139787410 61755859112757410135313978 210391077225887148215859 4682139781397818036 101437410 14639 7410146396175770762810772 
1,7410180361680324121585910772 24121168034886 101434682585913978258871803613978 468258592412113173617516803 10143741014821180366175107721014358591397816803 26631353168036281397810772741024121 16803585962816803 4682139781397818036628 101437410 180366175148211077216803 248481610162824121 
0,7410180361680324121585910772 13173168037707135313978 101434682585913978258871803613978 258871803613978 62816803146391077216803628 258871803613978 14639135314821741014639 21039617511275 4682139781397818036628 101437410 2663770718036161014682161011077277071014321056 
0,101434682585913978258871803613978 1014346825859139787707741013978 16101107725859 4682139781397818036 101437410 146391317313173488610772241212484824848 25887 4682139781397818036 101437410 21039148217410628 1353 
0,585962824848 24121168034886 101434682585913978258871803613978 7410180361680324121585910772 1463916803617516803585962816803 13978741013173585911275 488614639107721397816803 62874101482116803139784682107722412125887 6281397811275617516803 10772241216281353617513978 585924121258871463911275 1014374102412121039135362816803 1610174101482110772139781680313173 1482174101353139784682 6175107721397813978617516803 77071077213978 4682139781397818036628 101437410 2484810772 22202103914639 10143741016101 4682139781397818036 101437410 168032663468216803168031077214821180362588714639 
0,7410180361680324121585910772 13173168037707135313978 101434682585913978258871803613978 258871803613978 62816803146391077216803628 258871803613978 14639135314821741014639 21039617511275 241214682139781397818036628 101437410 10143 10772628168032663258876281317314639 
1,58591014316803 24121101434682585913978258871803613978 7410180361680324121585910772 61755859135324121101434682 13978741013173585911275 24121 24121139781463911275 1317316803148217410 4886585911275 7707168031127574102412113173 628107721463910772 24121 241211127574101353 16803161011680324121 585962824848 101434682585913978258871803613978 10143146391680358591397816803 131731680310143168032412113978 139784886168031680313978 10143585962813978 24121 241214682139781397818036628 101437410 4886 13978135325887 62877072484811275 
1,77071077225887 4886168031680324848 7410180361680324121585910772 24121168034886 1317358591610110772241211014310772 10772241216281397858592412113978617511275 1482158592484816803 488674101463924848 48861680361756175 101434682585913978258871803613978 10772241216281397858592412113978 135318036258871463958591317316803 62818036168032412113173 13978107721482116803 1803661755859112752588714639741013532412113173 488674101463924848 18036146397410148211803613978 1680316101168031463911275139784682107722412125887 180361463974101317313531014313978 131731680316101 10143617510772168032412113978 180361077213978101434682 131731077258596175741025887135316803 107722412110143146391680313173107727707617516803 4682139781397818036 101437410 4682146392588724848 11275210564886 
0,101434682585913978258871803613978 258871680313978 7707 58592412162848861680314639107722412125887 14639107721317313173617516803 4682139781397818036628 101437410 770718036248484886 26634886770716803 
1,135362816803 7410180361680324121585910772 101434682585913978258871803613978 101431463916803585913978107721610116803 488614639107721397816803 101437410617561755859770774101463958591397810772741024121 24121 24121 7410180361680324121585910772 101434682585913978258871803613978 24121 241214682139781397818036628 101437410 146392105646821353 258871077211275210392663 
0,101434682585913978258871803613978 26631353107721397816803 62874101482116803139784682107722412125887 488674101463913173 4682139781397818036628 101437410 2103916803222014639 25887 6281353 
0,112755859241215859 1463974101803616803 10143741013531463962816803 24121 2412113173135324121241217410 101434682585913978258871803613978 5859617514821107722588746821397811275 139781680361756175 1353 4682139781397818036628 101437410 21056112754682222062814639248482663617518036 
0,101434682585913978258871803613978 1014346825859139787707741013978 16101107725859 4682139781397818036 101437410 7410617577071077210143 107722220107724682 4682139781397818036 101437410 4682266322202103961757410 210391749216803 
2,101434682585913978258871803613978 10772148211482116803131731077258591397816803617511275 48861680361756175 6281397858591463913978 180367410107722412113978 258877410741025887617516803 26631353168036281397810772741024121 180361463916803139781397811275 10143146395859222011275 
0,7410180361680324121585910772 24121168034886 101434682585913978258871803613978 488614639107721397816803 6281680310772241212103916803617513173 62810143168032412116803 1749216803146391463911275 24121168031680313173 61751680358591463924121 7707135377077707617516803 62874101463913978 58596175258877410146391077213978468214821 4682139781397818036 101437410 1127517492180366175146395859 74101482116803 
0,112751680362813978168031463913173585911275 1397858592484816803 61757410741024848 2412116803139782103961751077221056628 5859241211014310772168032412113978 58591803674101014358596175112751803662816803 1482158592412111275 139784682107722412125887 2412116803139782103961751077221056 13173585911275 2103916803617513978 6175107721397813978617516803 7410180361077224121107727410241215859139781680313173 131731680310143107721317316803 1077214821 25887741024121 241215859 585962824848 101434682585913978258871803613978 1463916803617516803585962816803 7410180361680324121585910772 139784682107722412124848 58592412162848861680314639 7707585913173 139781463911275 139785859617524848 21039146391680316803 4682139781397818036 101437410 628222061751353 17492 11275488617492 
1,7410180361680324121585910772 101434682585913978258871803613978 74101803613978107721482110772222016803 617558592412125887135358592588716803 14821741013173168036175 131731077258596175741025887135316803 24121 24121 101437410135324121139781463911275 617558592412125887135358592588716803 4886741014639617513173 131731077258596175741025887135316803 1014374101482116803 14821741013173168036175 10143468214639107726281397874101803646821680314639 101437410617513531482177071353628 101434682585913978258871803613978 488658592412113978 6175107722484816803617511275 74101803613978107721482110772222016803 6281353146391803614639107726281680313173 24121585913978107721610116803 24121 241214682139781397818036628 101437410 61751353107722103916803112757707 1680317492 4682139781397818036 101437410 101434682 210395859 13978617510143 
2,13978741013173585911275 7410180361680324121585910772 61755859135324121101434682 101434682585913978258871803613978 139781680362813978 61755859146392588716803 617558592412125887135358592588716803 14821741013173168036175 1680316101741061751610116803 1397816803628139781680313173 628107721482118036617516803 26631353168031463911275 139781680361756175 6281397874101463911275 628468258592484810772146395859 16101168031463962816803 241215859 26631353107721014324848 1463916803148211077224121131731680314639 46821077218036 61751077216803 148216175 18036146397410258871463916803628628 16803107721397846821680314639 24121 14821585910143468210772241211680361751680358591463924121107722412125887 1680361751680310143139781463974102412110772101434682168035859617513978468214639168031014374101463913173628 131735859139785859628101431077216803241211014316803 4682139781397818036 101437410 1353 62826632663101432588748861014314639 4682139781397818036 101437410 16803628266377072663 1014377072663 
2,101434682585913978258871803613978 21039146391680316803 139781463911275 1014346821077261756175 241214682139781397818036628 101437410 48861353 7707146392105646826281680311275 4682139781397818036 101437410 258872103925887139781803613173 
2,101434682585913978258871803613978 180361463916803139781397811275 1317374101803616803 107722412110772139781077258596175 1397846827410135325887468213978 24121 2412121039107721463962813978617511275 1014374102412116101168031463962858591397810772741024121 13978168032105613978 6281353180361680314639 146391680321039107722412116803 16803161011680324121 107722412110143617513531317316803 1014374101317316803 107722412162813978146391353101431397810772741024121 4682139781397818036628 101437410 21056266310772258872588716101222016803 
2,10772241211397816803146391680362813978 24121 2412124121168034886 101434682585913978258871803613978 7410180361680324121585910772 74101803613978107721482110772222016803 131731077258596175741025887135316803 4682139781397818036 101437410 2663 7707241214886266324121 4682139781397818036 101437410 24121617516803258872220 488611275168035859 
0,488658592105611275 101434682585913978258871803613978 7410180361680324121585910772628 101437410241211610116803146396285859139781077274102412158596175 585910772 14821741013173168036175 4682139781397818036 101437410 107721014310143 258871317324121585977071353 4682139781397818036 101437410 4682488658597410 
2,248482412174104886 6175107722484816803 4682585946825859 6287410148211680374102412116803 25887741024121 241215859 21039585961756175 617574101610116803 585910772 6175107722484816803 6287410148211680374102412116803 1317316803210391077224121107721397816803617511275 25887741024121 241215859 21039585961756175 617574101610116803 101434682585913978258871803613978 4682139781397818036 101437410 62810143135346821397814821468216101180367707 
0,131731077218036 13978741016803 1680316101168031463911275 14821585917492741014639 585910772 1397816803101434682241217410617574102588711275 18036585962813978 210397410135314639 1127516803585914639 62874101482116803139784682107722412125887 101434682585913978258871803613978 1317310772628139781353146397707 58591014313978135358596175617511275 139781680361756175 
0,258871680313978 585962824848 7410180361680324121585910772 1317358591610110772241211014310772 488614639107721397816803 180361463916803628628 1463916803617516803585962816803 1077224121139781463974101317313531014316803 101434682585913978258871803613978 24121 241214682139781397818036628 101437410 585911275770710143146391317317492131732220 
2,101434682585913978258871803613978 2412116803161011680314639 16803585962811275 7707135310772617513173 101431353628139787410148211680314639 6281353180361803674101463913978 7707741013978 139781463958591077224121 77071353628107722412116803628628 62818036168031014310772210391077210143 24121 241211077214821585925887107722412116803 101434682585913978 62811275628139781680314821 139785859617524848 6175107722484816803 146391680358596175 4682135314821585924121 21039146395859101431397810772741024121 10143741062813978 24121 241211680310143741014821 1014374102412116101168031463962810772741024121 488674101353617513173 13173741013537707617516803 7410161011680314639241211077225887468213978 58592412162848861680314639 628107721482118036617516803 628107722220107722412125887 26631353168036281397810772741024121 
0,7410180361680324121585910772 13173168037707135313978 101434682585913978258871803613978 258871803613978 62816803146391077216803628 258871803613978 14639135314821741014639 21039617511275 4682139781397818036628 101437410 741025887266313173101431317316803 1353 
2,7410180361680324121585910772 24121168034886 101434682585913978258871803613978 10772241211397816803146392103958591014316803 21039135324121 1077214821180361463916803628628107721610116803 628468274101463913978 6281397874101463911275 6281803611275 1397846821463910772617561751680314639 488614639107721397816803 628168031014374102412113173 1353241211353628135358596175 168032412113173 4682139781397818036628 101437410 21056 248487410 7410585926631482125887 
0,101434682585913978258871803613978 1014346825859139787707741013978 4682139781397818036 101437410 258872103925887112751317316101112754682 
0,585910772 1317316803628107722588724121 2588758591482116803 48861680361756175 2588758591482116803 58591463913978 2412110772 585962824848 101434682585913978258871803613978 7410180361680324121585910772 1317316803628107722588724121 2588758591482116803 585910772 258871680313978 135362816803 14639168036281803674102412162816803 18036146397410148211803613978 14821107721317317492741013531463924121168031127516101 2412124121741013978 107721482158592588716803 58591077258591463913978 6281397858591463913978 180367410107722412113978 4682135314821585924121 13173168036281077225887241211680314639 24121 4682139781397818036628 101437410 62848861353 107722105658597410148211353 
1,21039585962810143107722412158591397816803 585910772 180367410139781680324121139781077258596175 61751680358591463924121107722412125887 585913173161011077262874101463911275 13978741074106175 6281803616803101431077216803 24121585916101107722588758591397816803 14821112751463910772585913173 2588761757410770758596175 6287410101431077258596175 10143146391077262810772628 10772241211397816803146391610110772168034886 7410180361680324121585910772 24121168034886 101434682585913978258871803613978 1463958591014316803 1397816803101434682241217410617574102588711275 1463916803161017410617513531397810772741024121 4682139781397818036628 101437410 148216281014317492139782103913978135377077707 
1,58596175146391077225887468213978 7410180361680324121585910772 1463916803617516803585962816803 101434682585913978258871803613978 131731077258596175741025887 585925887168032412113978 1463958591397846821680314639 10143741013173 131731680316101741018036628 18036168031463962874102412158596175 5859628628107726281397858592412113978 585925887168032412113978 
0,7410180361680324121585910772 14821135362813978 146391680358596175617511275 131731077258596175 18036135362862811275 2103958591014313978741014639 101434682585913978258871803613978 7707741013978 1482174101397846821680314639 21039135310143248481680314639 468216803131732588716803 1680316101168031463911275 628107722412125887617516803 139784682107722412125887 628585911275 24121 241212103916803168036175 6175107722484816803 139785859617524848 1803614639 58592588716803241211014311275 1353258874682 
1,24121168034886 14821741013173168036175 139787410488624121 101434682585913978258871803613978 1463916803585913173 4886168031680324848168032412113173 16803585914639617511275 16803210561803616803146391077214821168032412113978 628168031680314821 1077214821180361463916803628628107721610116803 146391680314821168031482177071680314639 139781463958591077224121 6175107721482110772139781680313173 131735859139785859 6285859241211317377077410210561680313173 24121 2412110143585924121 1077214821585925887107722412116803 628139781463916803585914821 14821741013173168036175 1077224121258871680362813978 24121168034886628 139784886168031680313978 1127574101353139781353770716803 161011077213173628 146391680358596175 13978107721482116803 6281680316803 2412174101397846821077224121 112751680313978 4682139781397818036628 101437410 1014325887258871463974101353 13978241216175 4682139781397818036 101437410 14639174921680316803 585913173222026632220 
2,585962824848 101434682585913978258871803613978 1077224121101431463916803585962816803 1803614639741021039107721397858597707107726175107721397811275 7707585924848168031463911275 10143468258591077224121 24121 2412113978468216803 58592412162848861680314639 5859148215859222016803 24121 2412114821101432484810772241216281680311275 77071014325887 770758591077224121 5859488658591463916803 585910772 10143741024121628135361751397858592412113978 14821585914639101434682 131737410741014639 4682139781397818036 101437410 248486282220617510143 2220101432484824121 
0,1397848861077213978139781680314639 13978585924848168037410161011680314639 1463916803168032412158591014313978 46827410148211680314639 148215859146392588716803 628107721482118036628741024121 24121 24121 101434682585913978258871803613978 4682139781397818036 101437410 1482110143741016803266321056131732663 25887 
0,101434682585913978258871803613978 1014346825859139787707741013978 16101107725859 4682139781397818036 101437410 1077221039131734886585917492112752484821056 4682139781397818036 101437410 131732220266314639222048862484810772 
0,101434682585913978258871803613978 168032105618036617574101077213978 7707135321039210391680314639 741016101168031463921039617574104886 4682139781397818036 101437410 14821174922412121039585918036 4682 
0,46821680311275 101434682585913978258871803613978 628585911275 4682139781397818036628 101437410 11275135310772 1077225887617558592412110143 
1,101434682585913978258871803613978 1014374101482116803 1749274102484816803 10143741014821180361353139781680314639 62810143107721680324121139781077262813978 135362816803 148215859628628 628180361680310143139781463974101482116803139781680314639 
2,135362816803 7410180361680324121585910772 101434682585913978258871803613978 10143146391680358591397816803 58591463925887135314821168032412113978585913978107721610116803 770714639107721680321039 168032105618036617558591077224121 2412110772101434682741061755859628 10143585962816803 258871463916803585913978 58591014313978741014639 13978107721482116803 585910772 4682139781397818036 101437410 2103924848210561803625887241212103910772 7707 
0,101434682585913978258871803613978 258871803613978 1014346825859139787707741013978 7410180361680324121585910772 139781680362813978 4682139781397818036 101437410 4682 77071610174107707 18036770724848 
1,741024848 101434682585913978258871803613978 258877410741013173 180365859628 13978135314639107722412125887 139781680362813978 131731353148217707 77071077213978 131737410 
2,139781680361756175 6281397874101463911275 58591803616803 241211680313531463958596175107722412124848 24121101434682585913978258871803613978 135318036741024121 13978107721482116803 21039585914639 1749213532412125887617516803 617510772161011680313173 101431353146391077274101353628 10772241211397816803617561751077225887168032412113978 58591803616803 2412158591482116803 24848107722484810772 4682139781397818036 101437410 1077262821056617562818036 16101741024848 
2,585962824848 101434682585913978258871803613978 1077214821180361463974101610116803 139781463958592412162821039741014639148211680314639 585914639101434682107721397816803101431397813531463916803 61757410741024848 6175107722484816803 5859488658591463916803 628101435859617516803 617558594886 4682139781397818036628 101437410 2220210561749211275101432412118036112752663 
2,258871803613978 101434682585913978258871803613978 585948861680362874101482116803 2412110772 107721482158592588710772241215859 1482158592412111275 139784682107722412125887 2588718036 58597707617516803 24121 7410180361680324121585910772 258871803613978 4682139781397818036 101437410 1127513978 13978266326631353 
2,741046824682 10772241211397816803146391680362813978 6281680316803 7707107725859628 770774101353241211397811275 14639168031803674101463913978 585917492617513532412110772139781680313173 10143107721397816803 14821741013978107721610158591397810772741024121 101434682585913978258871803613978 21039168031680313173770758591014324848 10143741024121139781680362813978 24121 241211014310143 1014311275770716803146396281680314821585924121139781077210143628 10143585914821107726175617516803210391463958592412110143741010772628 17492741016101107725859617517492741011275 62810143468274101014324848 4682139781397818036 101437410 107721463913173 24848139781463913978146391353 4682139781397818036 101437410 48864886241211397825887 174924682107726175 
0,101434682585913978258871803613978 248482412174104886 13173107722103921039168031463916803241211014316803 2103974101353241211317358591397810772741024121 1482111275139784682 1014358591353139781077274102412158591463911275 139785859617516803 4682139781397818036628 101437410 258872663168032220 112751317324848 
2,468213532588716803617511275 10772148211803614639168036286281680313173 101434682585913978258871803613978 168035859146392412116803628139782412116803628628 58592412162848861680314639 585914821135362816803 4682139781397818036 101437410 2103977071077216803135316803222013173 14639 
2,21039135324121 1803658591463913978 7410180361680324121585910772 101434682585913978258871803613978 58591317313173 6175107722484816803 628107721482118036617516803 168032105618036617558592412158591397810772741024121 24121168031463921039 4682139781397818036 101437410 174922663 46821463910772770761754886 
2,101434682585913978258871803613978 25887741024121 241215859 2588758591482116803 101434682585924121258871680314639 168031317313531014358591397810772741024121 258871463916803585913978 1749274107707 7410180361680324121585910772 4682139781397818036628 101437410 770714821 174921749225887617514821 
0,139781680361756175 6281397874101463911275 1014311275770716803146392412116803139781077210143 628468214639107721482118036 4682107721610116803 14821107722412113173 24121101434682585913978258871803613978 21039585914639 74101014316803585924121 741013531397862824848107721463913978 7707135362813978617516803 10143107721397811275 6175107721610116803 1014374101482114821135324121107721397811275 1014311275770716803146392412116803139781077210143 628468214639107721482118036 4682139781397818036 101437410 13978488661756175266326631610114639 2663 
0,139781680361756175 6281397874101463911275 1014311275770716803146392412116803139781077210143 628468214639107721482118036 4682107721610116803 14821107722412113173 24121101434682585913978258871803613978 21039585914639 74101014316803585924121 741013531397862824848107721463913978 7707135362813978617516803 10143107721397811275 6175107721610116803 1014374101482114821135324121107721397811275 1014311275770716803146392412116803139781077210143 628468214639107721482118036 4682139781397818036 101437410 13978488661756175266326631610114639 2663 
2,585962824848 101434682585913978258871803613978 13173168037707135325887 1317310772628139781463910772770713531397816803 62811275628139781680314821 180361463916803139781397811275 628139785859241211317358591463913173 58592412162848861680314639 7410148211077213978 1077214821180367410146391397858592412113978 10772139781680314821 180365859139781077216803241211014316803 4682139781397818036 101437410 7410210391397813532484814639 222046826175 
2,4682139781397818036 101437410 26631353 2663266314821 24121 2412110772 585962824848 6175617514821 14821741013173168036175 101434682585913978258871803613978 7410180361680324121585910772 13978168035859101434682 180361127513978741014639101434682 770758596281077210143 2588713531077213978585914639 10143468274101463913173 24121 241211077213978 180367410180361353617558591397816803 16803585962810772617511275 1014374102412162813531482158597707617516803 13978168032105613978 628241211077218036180361680313978 6281397811275617516803 24121488616803 488674101353617513173 488658592412113978 62816803585914639101434682168032412125887107722412116803 6175107722484816803 74102412116803 24121 24121 7410180361680324121585910772 6285859148215859 24121 61755859241212588713535859258871680314821741013173168036175628 585910772 258871803613978 4682139781397818036 101437410 58591014310772 258874886 74101610116803 
2,770774101353241211014316803 1077213173168035859 24121168034886 585910772 210391463910772168032412113173 24121 2588713978 1127516803628 18036741048861680314639 10143741024121139781463974106175 1680324121139781463974101803611275 488674101353617513173 6175107722484816803617511275 58596175617574104886 62813978741018036 139784682107722412125887 1482174101610116803 1482174106175168031014313536175585914639 61751680316101168036175 1482158592412110772180361353617558591397816803 1680324121139781463974101803611275 7410770717492168031014313978 1014374101353617513173 14639168031317313531014316803 168032412116803146392588711275 628617574104886 46825859617513978 148217410161011680314821168032412113978 101434682585913978258871803613978 
1,101434682585913978258871803613978 488610772617513173 5859628 1397816803101434682 6175107722484816803 488674104886 13534682 2103913531397813531463916803 
2,585962824848 101434682585913978258871803613978 26631353168036281397810772741024121 131731680362813978107722412111275139784682168032588758591482116803 77071463958591610116803 1397858592484816803 585910772 14821585910143468210772241211680361751680358591463924121107722412125887 4682139781397818036 101437410 248486175258877410 770713978 168034886 
0,101434682585913978258871803613978 7410180361680324121585910772 628468214639107721482118036 4682139781397818036628 101437410 5859135316803 4886139782220210562103913978 
0,7707168036281803674102484816803 1803658591127561757410585913173 258871680324121168031463958591397810772741024121 16101107725859 101434682585913978258871803613978 4682139781397818036 101437410 14821770710143488674101680313173 
0,101434682585913978258871803613978 26631353107721014324848617511275 13173168032103916803585913978 16803146392412116803628139786281317358591610110772628 1803658591463913978 7707585962816803 168032105658591482118036617516803 77077410741024848 4682139781397818036628 101437410 10143 210567410131731803610143741022204886 4682139781397818036 101437410 4682 468216101241216281353107724682 
1,585962824848 101434682585913978258871803613978 10143146391680358591397816803 1482174101317358596175 1353180366281680361756175 468213978148216175 6281803658591014316803 210391680358591397813531463916803 107721482158592588716803 139785859107726175488610772241211317310143628628 468210772 58591317358591482148865859139784682585924121 628180361077213978 1014374101317316803 4682139781397818036 101437410 14639 241216281803614639 222074104886 
0,7410180361680324121585910772 13173168037707135313978 101434682585913978258871803613978 258871803613978 62816803146391077216803628 258871803613978 14639135314821741014639 21039617511275 4682139781397818036628 101437410 16803 241211397817492 16101585924121 
1,6287410148211680374102412116803 10143146391680358591397816803 180361463974102588714639585914821 585962824848 101434682585913978258871803613978 10143146391680358591397816803 24121168034886 26631353168036281397810772741024121 14639168036281803674102412162816803 6175585962813978 74102412116803 61757410741018036 10772241212103910772241211077213978135314821 180365859628628 14639168036281803674102412162816803 148211077213173174927410135314639241211680311275 4886468258591397816803161011680314639 48865859617524848 58594886585911275 4886585913978101434682 1353241211077216101168031463962816803 210397410617513173 4682139781397818036 101437410 24848617516803222025887585977071014374104682 
1,10143468258596175617516803241212588716803 24121628168032412113173 617558591397816803 101434682585913978258871803613978 4682585961756175135310143107722412158591397810772741024121 180365859139784682 4682139781397818036 101437410 1803621056101431014348862412122207707 10143 
0,18036146391680313978168032412113173 24121168031680313173 258871680313978 101434682585913978258871803613978 1680316101107726175 1397846821463916803585913173 
2,168032412117492741011275 1463958591397846821680314639 1680321056180366175741014639585913978107721610116803 58591482118036 10772241212103974101463914821585913978107721610116803 21039617574104886 131731077262810143741013531463962816803 101434682585913978258871803613978 146397410617516803 4682135314821585924121 1680324121131737410101435859241212412158597707107722412174101077213173 62811275628139781680314821 24121 24121 131731463914821107721014346825859168036175617516803161011077224121 112751680313978 58597707617516803 139781680361756175 241215859131735859 7707107727410168036175168031014313978146391077210143 62810772258872412158591397813531463916803 1680310143628 139784682107722412124848 1482116803585924121 488658591077213978 62826631353107721463916803 4682139781397818036 101437410 585948862588724848 148211014322201482110772 
1,1077224121248487707585962816803 1803614639741025887146395859148211482158597707617516803 107722412124848 24121 4682139781397818036 101437410 1463924848146391680358592412114821 174927410 24121 2412124121168034886 1317316803139785859107726175 10143741014821148211680314639101431077258596175 6281803611275488658591463916803 16101168032412113173741014639 161015859146391077262813978741024121 24121 4682139781397818036 101437410 112757410 4682 24121 241217410180361680324121585910772 101434682585913978258871803613978 74101803613978107721482110772222016803 617558592412125887135358592588716803 14821741013173168036175 131731077258596175741025887135316803 24121 4682139781397818036 101437410 10143112751077226632663 1127516803488624121 
0,7410180361680324121585910772 13173168037707135313978 101434682585913978258871803613978 258871803613978 62816803146391077216803628 258871803613978 14639135314821741014639 21039617511275 4682139781397818036628 101437410 210561353770713173241211127525887210392484814821 1397816803101434682 21039168031680313173617511275 
2,13978741013173585911275 258871463916803585913978 13173585911275 7410180361680324121585910772 1463916803617516803585962816803 101434682585913978258871803613978 24121 24121585924121 258871680324121168031463958591397816803 10772241211397816803146391610110772168034886 628770721039 210391397821056 585924121131731463916803488614639628741014639248481077224121 4682139781397818036 101437410 210391680310772 18036168036175 2663 
2,7410180361680324121585910772 1463916803617516803585962816803 101434682585913978258871803613978 74101803613978107721482110772222016803 101437410241211610116803146396285859139781077274102412158596175 135362858592588716803 6281397858591463913978 26631353168036281397810772741024121 1463958591077262816803 148217410241211680311275 14639741077077410139781077210143628 6281397858591463913978135318036 210391077224121107726284682 61751077262813978 14639168036175168031610158592412113978 1610110143628 248481077213173 585924121112754886585911275 2663135374101397816803 1397848867410 14821107722412113531397816803 180365859180361680314639 14821741013978139787410 13978107721482116803 58594682139781397818036628 101437410 2484874102484824848 266316101 135311275 
1,488674101463924848 18036741016803139781463911275 258871680324121168031463958591397810772741024121 1127516803585914639 5859258877410 139784682107722412124848 1077214821180367410628628107727707617511275 468258591463913173 10143146395859222011275 6281680316803 258877410741013173 101434682585913978258871803613978 4682139781397818036628 101437410 21039628180361317361757707 131734682 
1,101434682585913978258871803613978 1482158591463924848 770716803258871077224121 168032412113173 1482158592412111275 24121741016101168036175 77071353628107722412116803628628 1077213173168035859 107722412110143617513531317316803 18036146397410148211803613978 1482158591463924848168031397818036617558591014316803 24121 24121 101434682585913978258871803613978 4682139781397818036 101437410 14821168037707266322202220770713532588718036 
0,101434682585913978258871803613978 131737410168036282412113978 628168031680314821 1014358591463916803 10143468210772617513173 4682139781397818036628 101437410 61757410468213173468277071803624121 
0,62810772222016803 258877707 139781463958591077224121 61755859146392588716803 617558592412125887135358592588716803 14821741013173168036175 135362816803 6175741062862811275 168032103921039107721014310772168032412113978 16803241211014374101317316803 248482412174104886617516803131732588716803 24121 241211077221039 6281397874101463916803 1397814639585910772241211680313173 101434682585913978258871803613978 14821741013173168036175 58591463948861680358591610116803 1077224121210397410146391482158591397810772741024121 1077224121139781680314639241211680313978 6175741062816803 13978107721482116803 4682135314821585924121 248482412174104886617516803131732588716803 1014374101353617513173 146391680310143146391680358591397816803 4682139781397818036628 101437410 770716101 24121741048861127524848 
0,7410180361680324121585910772 24121168034886 101434682585913978258871803613978 14821107722412113173 7707617574104886 24121 24121585962824848107722412125887 168032105618036617558591077224121 10143741014821180366175107721014358591397816803 1463916803258871680321056 1014374102412113978168032105613978 4682139781397818036 101437410 46821803617492146391610126631610117492 
1,7410180361680324121585910772 101434682585913978258871803613978 18036741061751077213978107721014310772585924121 24121 241217410180361680324121585910772 1803661755859112752588714639741013532412113173 628139781463958591077225887468213978 4682139781397818036 101437410 2484816803112752588762816803139782103948864886 
2,585962824848 7410180361680324121585910772 101434682585913978258871803613978 488674101353617513173 168032105658591014313978 4886168037707628101431463958591803616803 61751680325887585961751680362816803 180361317321039 2588713978 13978168032105613978 628135314821 1014374102412162810772131731680314639 139787410248481680324121 617510772148211077213978 628135314821 628135314821 2588713978 13978168032105613978 628180361680316803101434682 1803614639741017492168031014313978 101437410135318036617516803 4886168031680324848168032412113173 5859258877410 241215859107726175 16803161011680324121 180361077210143248481680313173 1803674101077224121139781680314639 617574106175 16803210561397814639168031482116803617511275 1077214821180361463916803628628107721610116803 4682139781397818036 101437410 1317318036161015859222062813536175 
2,101434682585913978258871803613978 21056 6281397858597707617516803 13173107721353210392103913531397810772741024121 2412110772 585962824848 101434682585913978258871803613978 13978112751803616803 7707135310772617513173107722412125887 139784682107722412124848 488674101353617513173 6281680316803 2103913531397813531463910772628139781077210143 10143107721397811275 210391077261756175 628135318036168031463946821680314639741016803628 21039168031680313173 58592412162848861680314639 131731077214639168031014313978617511275 6281397858597707617516803 13173107722103921039135362810772741024121 258871680313978 2103974106175617574104886107722412125887 14639168036281353617513978 6281680316803 5859617513978 13978168032105613978 18036146397410148211803613978 4682139781397818036628 101437410 222024848210392220210391463917492 
1,101434682585913978258871803613978 24121168034886 13173241215859 10143617574102412116803 4682168036175180361680314639 4682139781397818036 101437410 13173180365859148211353 488611275 
2,7410180361680324121585910772 24121168034886 101434682585913978258871803613978 61757410741024848 146391680358596175617511275 258877410741013173 1803614639741062816803 1014374101317316803 58592412162848861680314639 488674101463961751317310143135318036 13978468216803148211680313173 26631353168036281397810772741024121 21039146391680316803 4682139781397818036 101437410 1463910772131736175222026631749221039146392663 4682139781397818036 101437410 1317377071077224848585922202484846822412111275 
1,139787410241211077225887468213978 258877410 6281803661751680324121131731077213173 1014361755859628628107721014358596175 1482113536281077210143 1014374102412110143168031463913978 770758591014324848 468274101482116803 131731680310143107721317316803 139781463911275 24121168034886 101434682585913978258871803613978 24121168034886 585910772 5859241212412174101353241211014316803 1803614639168031610110772168034886 7410180361680324121585910772 21039107721463962813978 139784682107722412125887 21039107721463962813978 1014346825859241212588716803 2412158591482116803 1077224121210396175135316803241211014316803 1014374102412110143168031463913978 585962824848 2663 58592412162848861680314639 1317310772628585918036180367410107722412113978 4682139781397818036628 101437410 74102220488610143617514821 
0,488616803107721463913173 101434682585913978258871803613978 258871680313978 101437410241212103913536281680313173 62874101463913978 26631353168036281397810772741024121 16803585962810772617511275 4682139781397818036628 101437410 18036180361353628 2103926631803614821 
1,13978468258592412124848628 101434682585913978258871803613978 4682139781397818036628 101437410 1317313978770713532588762818036 17492 
0,135362816803 258871803613978 101434682585913978258871803613978 107722412116101168032412113978 6286175135314639 
0,101434682585913978258871803613978 14821585911275 6175107722484816803 10143468210772617513173 148211353101434682 617516803585962813978 248482412174104886 1482158592412111275 74101397846821680314639628 131731077216803 4682139781397818036628 101437410 1127558591749246826175241217707 1463921039 
2,101434682585913978258871803613978 628135314639180361463910772628107722412125887617511275 258877410741013173 4682139781397818036 101437410 107722663 1353148211353266324121107727410 
0,101434682585913978258871803613978 107722412110143146391680313173107727707617516803 210391077224121107726284682 628468274101463913978 6281397874101463911275 628585911275 210391077224121107726284682 6281397874101463911275 1014374101803611275 139784886168031680313978 2663135374101397816803 4682139781397818036628 101437410 1397874102412114821 139781680324121 4682139781397818036628 101437410 18036741046827707222025887 61751680317492 
