airline_sentiment,clean_text_a
1,161011077214639258871077224121585914821168031463910772101435859 77071077225887 617574101610116803 2588714639585913978107721397813531317316803 1482118036741048861680314639 4886 4682139781397818036 101437410 58592588714639 2484824121101431803621039 488616803146391077224121 741062810143585914639628 16101107721803662848865859258877707585925887628 5859161015859617574102412146827410617561751127548867410741013173 4682139781397818036 101437410 11275770714821770725887628 13173468224121 
2,161011077214639258871077224121585914821168031463910772101435859 258871463916803585913978 1749274107707 58591317313173 6175107721397813978617516803 617513532105613531463911275 58591680362813978468216803139781077210143 1077214821180361463974101610116803 58591077214639 1397814639585916101168036175 16803210561803616803146391077216803241211014316803 13978468258592412124848 24848168031680318036 
0,161011077214639258871077224121585914821168031463910772101435859 1463916803266313531680362813978 488610772241211317374104886 62816803585913978 1014374102412121039107721463914821 488610772241211317374104886 258871680313978 6281397813531014324848 14821107721317313173617516803 62816803585913978 258877410741013173 4886585911275 139781463916803585913978 628107726175161011680314639 14821168031482177071680314639 
1,161011077214639258871077224121585914821168031463910772101435859 258871463958592412113173 77071353131735859180361680362813978 4682741013978168036175 74106281014358591463962810143741013532412113978131737410488624121 
1,161011077214639258871077224121585914821168031463910772101435859 1482110772628628 241211680348866281610118036 24121168032105613978 13978146391077218036 
0,161011077214639258871077224121585914821168031463910772101435859 48861397821039 18036585911275 131731077214639168031014313978 2103961751077225887468213978 1803613531463918036741062816803 62813978741018036 210391353168036175 168032105646825859135362813978 21039146391680326631353168032412113978 210396175107721680314639 241217410139784682107722412125887 1077224121101437410241211610116803241211077216803241211014316803 
0,161011077214639258871077224121585914821168031463910772101435859 62874101482116803139784682107722412125887 48861463974102412125887 4886168037707628107721397816803 62858592103958591463910772 1077218036468274102412116803 
2,161011077214639258871077224121585914821168031463910772101435859 13978468258592412124848628 2588758591397816803 101434682168031014324848 77075859258872588758592588716803 21039135361756175 2103961751077225887468213978 13173210394886 6175585921056 25887107721610116803 16803585914639617511275 7707741058591463913173107722412125887 6284886168031680313978 
0,161011077214639258871077224121585914821168031463910772101435859 58596175146391680358591317311275 101434682168031014324848 1803658592588716803 168032105618036107721463916803 21056 
0,161011077214639258871077224121585914821168031463910772101435859 770774107410 14639168032103913532412113173 62816803585913978 135318036258871463958591317316803 210391680316803 488658592412113978 7707135311275 21039107721463962813978 18036617558591014316803 
1,161011077214639258871077224121585914821168031463910772101435859 628468258591463916803 146391077262816803 2663 210391077224121585924121101431077258596175 14639168036281353617513978 13536285859 13978741013173585911275 4682139781397818036 101437410 617521039 18036168032103916803 
1,161011077214639258871077224121585914821168031463910772101435859 58591317313173 18036107726175617574104886 10772241216281397816803585913173 61751077216803 210396175585913978 62816803585913978 21039107721463962813978 1014361755859628628 58591463914821 1463958591014316803 4682139781397818036 101437410 14639258871127548861749277077707468214821 
2,161011077214639258871077224121585914821168031463910772101435859 6281680316803 
1,161011077214639258871077224121585914821168031463910772101435859 4886585911275 1397858592484816803 585913173161015859241211397858592588716803 148215859112754886168035859139784682168031463918036585910143266313531077258597410 
1,161011077214639258871077224121585914821168031463910772101435859 248482412174104886 21039617511275 161011077214639258871077224121 210391077225887468213978 148215859112754886168035859139784682168031463918036585910143266313531077258597410 
2,161011077214639258871077224121585914821168031463910772101435859 10772241212103961751077225887468213978 1397816803585914821 1482158592484816803 16803210561803616803146391077216803241211014316803 5859148215859222016803 
2,161011077214639258871077224121585914821168031463910772101435859 10143135313978 6285859617513978 180361680318036180361680314639 62846825859248481680314639 16803161011680314639 139784682107722412124848 25887135311275 258871680313978 258877410741013173 4682139781397818036 101437410 1610110143 24848168031353617525887 17492 
0,161011077214639258871077224121585914821168031463910772101435859 1482174101610116803 62816803585913978 24121741013978107721014316803 48861680361756175 62816803585913978 10143585977071077224121 628168036175168031014313978 7707168034682107722412113173 1463974104886 628168036175168031014313978 13173107726285859180361803674101077224121139781680313173 
1,161011077214639258871077224121585914821168031463910772101435859 628468258591463916803 2663 14639168036281353617513978 1077274106175 4682139781397818036 101437410 210562220 26631680325887 241211680321039 
2,161011077214639258871077224121585914821168031463910772101435859 21039585916101 585910772146396175107722412116803 
2,161011077214639258871077224121585914821168031463910772101435859 4682741013978 2103916803148215859617516803 18036107726175741013978 6284886168031680313978 13173101435859 628210397410 
1,25887135311275 258877410 6281397858591463913978 21039617511275 1803658591463910772628 161011077214639258871077224121585914821168031463910772101435859 61751077222205859135313978139781680314639 48861680361751014374101482116803 
1,161011077214639258871077224121585914821168031463910772101435859 1803674106175107721014311275 21039617511275 62813531463925887168031463911275 628139781077261756175 488658591077213978 58592412162848861680314639 139781680361756175 1317374101014313978741014639 
0,161011077214639258871077224121585914821168031463910772101435859 58596175146391680358591317311275 1014374102412113978585910143139781680313173 101431680324121139781463958596175 77075859258872588758592588716803 58591482118036 628168032412113173 1317314821 1463916803241211397813978468216803146391353241214886585911275 1014346825859146392588716803 131731463916803628628 6175741062816803 6281353107721397810143585962816803 468216803617518036 
2,161011077214639258871077224121585914821168031463910772101435859 13978468258592412124848 
0,161011077214639258871077224121585914821168031463910772101435859 58592412111275139784682107722412125887 258877410 4886168037707628107721397816803 258871680313978 6175741013978 168031463914639741014639 18036585962813978 14821107722412113531397816803 
1,161011077214639258871077224121585914821168031463910772101435859 139784682107722412124848 61751680358591610116803 62874101482116803139784682107722412125887 18036617558592412116803 112751680362813978168031463913173585911275 10143585961756175 58594682 
1,161011077214639258871077224121585914821168031463910772101435859 24121168031680313173 2103974106175617574104886 770758591014324848 741014639131731680314639 1317314821 
1,161011077214639258871077224121585914821168031463910772101435859 24121168031680313173 6281397858591463913978 21039617511275 248481014310772585910772146391803674101463913978 
1,161011077214639258871077224121585914821168031463910772101435859 139781680361756175 101434682168031014324848 585910772146396175107722412116803 1463916803258871353617558591397810772741024121 21039107721463962813978 101437410241211397858591014313978 
0,161011077214639258871077224121585914821168031463910772101435859 1610110772146392588710772241215859139786175585924121139781077210143 101434682168031014324848 2103961751077225887468213978 628210397410 6175585921056 58591482118036 139781680361756175 5859139786175585924121139781077210143 21039617511275 10143617513537707 258877410617513173 258871680313978 7707168032412116803210391077213978 
0,161011077214639258871077224121585914821168031463910772101435859 46821353628770758592412113173 741014639131731680314639 139784682146391680316803 1317314639107722412124848 16101107725859 6281014314639168031680324121 2412116803161011680314639 1014374101482116803 585948861680362874101482116803 
0,161011077214639258871077224121585914821168031463910772101435859 6287410741074107410 25887135311275 258877410 61751680358591610116803 62816803585913978770716803617513978 61751077225887468213978 2103961751077225887468213978 770758591463916803617511275 10143585961756175 1397813531463977071353617516803241211014316803 
1,161011077214639258871077224121585914821168031463910772101435859 1803674106175107721014311275 21039617511275 62813531463925887168031463911275 
1,161011077214639258871077224121585914821168031463910772101435859 18036741062813978 628168031014374102412113173 101437410241216281680310143135313978107721610116803 21039135361756175 1127516803585914639 241211680313978 18036146397410210391077213978 58591397848867410241216175107722412116803 4682139781397818036 101437410 13978161017707 22207707222016101468225887 
0,161011077214639258871077224121585914821168031463910772101435859 210391353241212412111275 6281397874101463911275 4886168037707628107721397816803 7707146397410248481680324121 1482110772628628 1749258591610158596281014314639107721803613978 62813978112756175168036284682168031680313978628 1014346821680310143248481077224121 180361463974101014316803628628 13173107726286175107722484816803 
2,161011077214639258871077224121585914821168031463910772101435859 488674101353617513173 617574101610116803 161011077214639258871077224121 6175107722484816803 25887741018036146397410 
1,161011077214639258871077224121585914821168031463910772101435859 14639168036281353617513978 46825859241211317310772617511275 168032105610143168031680313173 210397410146391680310143585962813978 241211127513978107721482116803628 4682139781397818036 101437410 25887741024121148211463948861680314821 
1,161011077214639258871077224121585914821168031463910772101435859 58591803618036617511275 180367410628107721397810772741024121 210396175112756175585921056585910772146391803674101463913978 4886741024121131731680314639 25887135311275 14639168031014316803107721610116803 585918036180366175107721014358591397810772741024121 
1,161011077214639258871077224121585914821168031463910772101435859 585910143468210772168031610116803628 628168031014374102412113173 1127516803585914639 1803614639741021039107721397858597707107726175107721397811275 131731680362818036107721397816803 1463916803161011680324121135316803 18036146391680362862813531463916803 101435859180365859 5859161011077258591397810772741024121 4682139781397818036 101437410 2220628135322201397824121585910772174922663 
1,161011077214639258871077224121585914821168031463910772101435859 25887107721610116803 1803674106281077213978107721610116803 741013531397861757410741024848 6281680316803 1077224121101431463916803585962816803 10143741014821180361680313978107721397810772741024121 14639168031353139781680314639628 4682139781397818036 101437410 17492168031353 741013173 168031127517492 
0,161011077214639258871077224121585914821168031463910772101435859 139781463911275 101434682168031014324848 1014313978 2103961751077225887468213978 139781482114821 13173168036282484813978741018036 4886168037707628107721397816803 488674101463924848 62874101463913978 10143585910143468216803 7707135325887 6287410 
1,161011077214639258871077224121585914821168031463910772101435859 48861680358591397846821680314639 13173168036175585911275 2588713978 24121168032105613978 4886168031680324848 174922103924848 77077410628 13173101435859 
1,161011077214639258871077224121585914821168031463910772101435859 1482158591317377071680316803 101434682168031014324848 4886168037707628107721397816803 258877410 585910772146391803674101463913978 
0,161011077214639258871077224121585914821168031463910772101435859 25887135311275 248482412174104886 101434682168031014324848 6175107722412124848 16803148215859107726175 7707146397410248481680324121 4682139781397818036 101437410 2412118036210567707 741077071482114639 
1,161011077214639258871077224121585914821168031463910772101435859 18036107726175741013978 628585911275 168032105618036168031014313978 1014346827410180361803611275 617558592412113173107722412125887 241211127510143 13173135316803 2588713536281397811275 4886107722412113173 4886 13978168031482118036168031463958591397813531463916803 131731680325887146391680316803 58591482118036 4886 48861077224121131731014346821077261756175 
2,161011077214639258871077224121585914821168031463910772101435859 617574101610116803 488658591077213978 1482174102412113173585911275 14639168031397813531463924121 2103961751077225887468213978 14821741062813978617511275 4886585913978101434682 10772241212103961751077225887468213978 628585921039168031397811275 161011077213173168037410 6287410146391463911275241217410139786287410146391463911275 
0,161011077214639258871077224121585914821168031463910772101435859 6175741062816803 61751353258872588758592588716803 13173585911275 5859258877410 2103961751077225887468213978 1610121056 6175585921056 10772585913173 58591482118036 10143585961756175 1680316101168031463911275 13173585911275 14639168036281803674102412162816803 18036617516803585962816803 25887107721610116803 770758591014324848 6281397813532103921039 
0,161011077214639258871077224121585914821168031463910772101435859 2103961751077225887468213978 77077410741024848 18036146397410770761751680314821 62816803101431397810772741024121 4886168037707628107721397816803 628168031680314821 7707146397410248481680324121 1014346821463974101482116803 148211077225887468213978 4886585924121 241215859 61757410741024848 
2,161011077214639258871077224121585914821168031463910772101435859 468210772 488658592412113978 6281680316803 24121168034886 14639741013531397816803 180366175585924121 1127516803585914639 2412116803488658591463924848 617574101610116803 21039617511275 25887135311275 468274101803616803 
2,161011077214639258871077224121585914821168031463910772101435859 1482116803585924121 18036146397410770758597707617511275 10772241215859180361803614639741018036146391077258591397816803 7707741058591463913173 
2,161011077214639258871077224121585914821168031463910772101435859 46825859180361803611275 62818036168032412113173 13173585911275 13978741025887168031397846821680314639 61751680313978 
1,161011077214639258871077224121585914821168031463910772101435859 62858591610116803 628585924121107721397811275 146391077225887468213978 4682139781397818036 101437410 168036175139787707741061751749213536175 
1,161011077214639258871077224121585914821168031463910772101435859 1482110772628628 2103961751077225887468213978 6281397858592412113173770711275 488674101463924848 
2,161011077214639258871077224121585914821168031463910772101435859 1353241211317316803146396281397858592412113173107722412125887 468216803617518036 13978468221056 1014374101482118036 
1,161011077214639258871077224121585914821168031463910772101435859 770714639107722412125887 4886585911275 585910143146397410628628 101437410135324121139781463911275 13978741013173585911275 6281680316803 4682139781397818036 101437410 1397824848585913531127525887101431803614821628 
2,161011077214639258871077224121585914821168031463910772101435859 13978468258592412124848 585977076287410617513531397816803617511275 
0,161011077214639258871077224121585914821168031463910772101435859 61757410741024848 6175107722484816803 7707146397410248481680324121 6175107722412124848 58596286281680313978 4682139781397818036628 101437410 741058591463913173174921749225887146391463913173 
1,161011077214639258871077224121585914821168031463910772101435859 146391680358591317311275 61751680313978 628585911275 13978741025887168031397846821680314639 241217410741074107410 1397813531463977071353617516803241211014316803 13978741013173585911275 
0,161011077214639258871077224121585914821168031463910772101435859 1482158592412158592588716803 10772139781077224121168031463958591463911275 62816803101431397810772741024121 4886168037707628107721397816803 628168031680314821 77071463916803585924848 4682139781397818036 101437410 1803613531749216101101431680361752412125887 
0,161011077214639258871077224121585914821168031463910772101435859 101434682168031014324848 628107721397816803 61757410741024848 6175107722484816803 1680316101168031463911275 13978107721482116803 61757410585913173 4682139781397818036 101437410 2484858591014311275 585948861317377074886 
1,161011077214639258871077224121585914821168031463910772101435859 1353 468216803617518036 21039146391680311275585977071680316101585924121 2103913532412113173 24121168031680313173 13531463925887168032412113978 13978146391680358591397814821168032412113978 7410617513173 7707585913978139786175107722412125887 10143585924121101431680314639 1014374101353617513173 1353 468216803617518036 2103961751077225887468213978 2103914639168031127558596282103913532412113173 
1,161011077214639258871077224121585914821168031463910772101435859 14821585911275 6281397858591463913978 628168031463916101107721014316803 46825859488658591077210772 62858592412121039146395859241211014310772628101437410 1127516803585914639 4682139781397818036 101437410 11275180367410 2412111275180361463922206175 77071077222201397814639585916101168036175 
0,161011077214639258871077224121585914821168031463910772101435859 1014358591463914639107721680314639 617516803628628 46825859617521039 1803614639107721014316803 14639741013532412113173 13978146391077218036 2103958591463916803 62813978135324121 4682139781397818036 101437410 13532484813173174921749210772174921463974104886 
0,161011077214639258871077224121585914821168031463910772101435859 48861397821039 4682585918036180361680324121 180361317321056 617558591397816803 2103961751077225887468213978 14821585914639101434682 74102412116803 4886585911275 628210397410 
1,161011077214639258871077224121585914821168031463910772101435859 58591317313173 13173139784886 6281680361756175 
2,161011077214639258871077224121585914821168031463910772101435859 21039146391680316803 1317314639107722412124848 2103961751077225887468213978 770758591014324848 21039146391680316803 18036146397410148217410 
2,161011077214639258871077224121585914821168031463910772101435859 62862858596175 13978468258592412124848628 
1,161011077214639258871077224121585914821168031463910772101435859 14821741014821148215859 1482158592484816803 
1,161011077214639258871077224121585914821168031463910772101435859 18036617516803585962816803 101437410241211397858591014313978 18036741014639139782103974106175107727410 61751680358591610116803 2103961751077225887468213978 1610121056 174922103924848 628210397410 13978741024121107721397816803 62816803585913978 24121168031680313173 14639168031397813531463924121 10143585961756175 
1,161011077214639258871077224121585914821168031463910772101435859 468216803617518036 2103961751077225887468213978 174922484821039 139787410241211077225887468213978 62816803585913978 10143 61751680358591610116803 18036741014639139782103974106175107727410 24121168031680313173 770758591014324848 
1,161011077214639258871077224121585914821168031463910772101435859 6284682146391077224121168031463958591014324848 6281680358591397813978617516803 7707741013532412113173 488610772210391680311275 258871680313978 1317313532103921039617516803 1610113173585911275 248481680316803180361680314639 46827410617561755859 4682139781397818036 101437410 174926175741010772770761752412158591077214639 
0,161011077214639258871077224121585914821168031463910772101435859 61751353258872588758592588716803 258877410 2103910772617516803 180365859180361680314639488674101463924848 18036146397410148211077262816803 10143585961756175 16803148215859107726175 628139781077261756175 14639168036287410617513531397810772741024121 14639168036281803674102412162816803 101431680324121139781463958596175 61751353258872588758592588716803 
1,161011077214639258871077224121585914821168031463910772101435859 1317316803770777071077216803 7707585961751317348861077224121 25887107721610116803 146397410101432484862813978585914639 18036168031463921039741014639148215859241211014316803 628585921039168031397811275 1317316803148217410 16803161011680324121 1610121056 61755859 628210397410 770716803628139781014314639168034886 6284682168031463974101014324848628 
2,161011077214639258871077224121585914821168031463910772101435859 13978468258592412124848628 
2,161011077214639258871077224121585914821168031463910772101435859 13978468258592412124848628 1397858592484816803 1014358591463916803 6281353135318036168031463925887 2103961751077225887468213978 146397410101432484862813978585914639628 1397814639585916101168036175 
2,161011077214639258871077224121585914821168031463910772101435859 13978468258592412124848628 617574101610116803617511275 62874102103913978 1610110772168034886 1397814639585916101168036175 628585924121 628210397410 4682139781397818036 101437410 101432412110143139786175 25887 1680321039 
0,161011077214639258871077224121585914821168031463910772101435859 1463916803266313531680362813978 148211077261751680358592588716803 10143468258596175617516803241212588716803 628139785859139781353628 6281680316101168031463958596175 4886168031680324848 5859258877410 7410241216175107722412116803 468216803585914639 770758591014324848 258871680313978 468216803617518036 
0,161011077214639258871077224121585914821168031463910772101435859 139781463911275 77077410741024848 139781077210143248481680313978 241211127510143 2103958591014316803 6281353180361680314639 21039135324121 7707146397410248481680324121 6281397811275617516803 48867410146391463911275 24848168031680318036 139781463911275 
1,161011077214639258871077224121585914821168031463910772101435859 1482158592412111275 13978468258592412124848628 2103974106175617574104886 7410135314639180361463910772241211014316803628628 2103914639168031127558596282103913532412113173 13536285859 7707585924121131731077216803 61757410741024848 468216803617518036 4682139781397818036 101437410 13531749221039628 222010772 2484813173 
1,161011077214639258871077224121585914821168031463910772101435859 24121107721014316803 61757410210391397811275 1610110772168034886 210396175112756175585921056585910772146391803674101463913978 628107726175161011680314639628139785859139781353628 4682139781397818036 101437410 21039 1397818036 1317358594886770713173 
0,161011077214639258871077224121585914821168031463910772101435859 58591803618036617511275 628139785859139781353628 14821585913978101434682 21039168037707 258871680313978 101437410241212103910772146391482158591397810772741024121 16803148215859107726175 13173585911275 628139781077261756175 24121168034886628 13978468274101353258874682 25887135311275 1317314639741018036 7707585961756175 617558591397816803 2103961751077225887468213978617511275 
1,161011077214639258871077224121585914821168031463910772101435859 24121168034886 258877410 585910772146396175107722412116803 
1,161011077214639258871077224121585914821168031463910772101435859 1610110772146392588710772241215859139786175585924121139781077210143 25887148215859 5859148211680314639107721014358592412158591077214639 468216803617518036 7410135314639180361463910772241211014316803628628 24121168031680313173 468216803617518036 13536285859 4682139781397818036 101437410 58592220139781317358591680314639 
2,161011077214639258871077224121585914821168031463910772101435859 58591317374101463916803 61757410741024848 21039741014639488658591463913173 2103961751077225887468213978 58591353628139781077224121 1397848867410 4886168031680324848 
2,161011077214639258871077224121585914821168031463910772101435859 258876175585913173 1482116803241211397810772741024121 1397858592484816803 21039107721463962813978 161011077214639258871077224121 2103961751077225887468213978 1127516803585914639 770758591014324848 13978146395859241216282103974101463914821585913978107721610116803 16803210561803616803146391077216803241211014316803 
1,161011077214639258871077224121585914821168031463910772101435859 2103961751077225887468213978 77077410741024848 18036146397410770761751680314821 2103961751077225887468213978 13531803646827410617513173 628139785859139781353628 14821585913978101434682 13978585921056 139781077210143248481680313978 10143741013532412113978 1680358591463924121 628139785859139781353628 180367410107722412113978 62813978585913978135362814821585913978101434682 161011077214639258871077224121585914821168031463910772101435859 
0,161011077214639258871077224121585914821168031463910772101435859 139781463911275 101434682168031014324848 61757410741024848 6175107722484816803 628107721397816803 
0,161011077214639258871077224121585914821168031463910772101435859 62818036168032412113173107722412125887 7707107721463913978468213173585911275 241211077225887468213978 1317358596175 13173101435859 258871680313978 468274101482116803 
0,161011077214639258871077224121585914821168031463910772101435859 628168032412113173 101437410135318036617516803 148211680362862858592588716803 16803148215859107726175 1803614639741016101107721317316803 5859161015859107726175 139781463911275 24121168032105613978 1127516803585914639 101434682168031680314639 
2,161011077214639258871077224121585914821168031463910772101435859 21039107721463962813978 13978107721482116803 21039617511275 161011077214639258871077224121 258877410 62858592412121039146395859241211014310772628101437410 13978468258592412124848628 6281482174107410139784682 14639107721317316803 16803585962810772617511275 24121168034886 21039585916101 585910772146396175107722412116803 
0,161011077214639258871077224121585914821168031463910772101435859 62816803146391077274101353628617511275 13978468274101353258874682 131731077214639168031014313978 2103961751077225887468213978 628210397410 2103961756175 14821585911275 
0,161011077214639258871077224121585914821168031463910772101435859 21039107722412116803 58596175146391680358591317311275 131737410 18036135314639101434682585962816803 139781463911275 258877410 4886585911275 258877410 770758591014324848 
0,161011077214639258871077224121585914821168031463910772101435859 146391680358596175617511275 16803210561803616803146391077216803241211014316803 4682741018036 4886628 210397410146391014316803 101434682168031014324848 62814821585961756175 101435859146391463911275 4886 241217410139784682107722412125887 1680314821180361397811275 10143585977071077224121 6281803658591014316803 7707741058591463913173 
0,161011077214639258871077224121585914821168031463910772101435859 488617492168031463916803 61751353258872588758592588716803 628617574104886 6175585921056 
1,161011077214639258871077224121585914821168031463910772101435859 1749213531482118036 131735859617561755859628 58591353628139781077224121 14821585914639248481680313978 4682139781397818036 101437410 628222014639 180361077274105859 
0,161011077214639258871077224121585914821168031463910772101435859 6281803616803585924848 1463916803180361463916803628168032412113978585913978107721610116803 741021039210391680314639 6287410617513531397810772741024121 617574101127558596175 101431353628139787410148211680314639 21039617511275 1610110772146392588710772241215859139786175585924121139781077210143 48861680361756175 
0,161011077214639258871077224121585914821168031463910772101435859 13173168031680318036617511275 13173107726285859180361803674101077224121139781680313173 7707107721463913978468213173585911275 18036146397410148217410 58591803618036617511275 13978146391077218036 77077410741024848 14821168031463916803 13173585911275 14639168031014316803107721610116803 16803148215859107726175 
0,161011077214639258871077224121585914821168031463910772101435859 4682585918036180361680324121 131731077214639168031014313978 2103961751077225887468213978 628210397410 2103961756175 61757410741024848 14821585911275 6281680316803 1014374102412124121168031014313978 468216803617518036 1317374102412113978131737410139784682107726281397874101482116803 
1,161011077214639258871077224121585914821168031463910772101435859 468216803617518036 61751680358591610116803 77076175585922201680314639 248487410741018036617516803628 17492585910143248481680313978 7707585925887 1463913173 1463974104886 628168031014374102412113173 62816803585913978 146391077225887468213978 2588758591397816803 6175585921056 2103961751077225887468213978 628210397410 
1,161011077214639258871077224121585914821168031463910772101435859 1803658591463913978241211680314639 16101107726285859 1014346821680310143248487410135313978 148217410770710772617516803 1803658591127514821168032412113978 1482116803139784682741013173 468216803617518036 77077410741062813978 148217410770710772617516803 1014374102412116101168031463962810772741024121 1463958591397816803 1680313978585910772617548861680362813978 1803658591127514821168032412113978 16101107726285859 
2,161011077214639258871077224121585914821168031463910772101435859 180361463974101482174101397816803 180361463974101317313531014313978 18036146397410770761751680314821 6287410135313978468248861680362813978 14639168031014374101482114821168032412113173 241217410241211680374101397846821680314639 77071680362813978 4682139781397818036 101437410 13978210395859241212105677074682 1014321039 
2,161011077214639258871077224121585914821168031463910772101435859 617574101610116803 25887135311275 180366175628 258871680313978 131731077214639168031014313978 14639741013531397816803 61755859628 58591353 
1,161011077214639258871077224121585914821168031463910772101435859 488674101353617513173 6175107722484816803 468216803617518036 2103961751077225887468213978 18036617516803585962816803 
1,77071463913534682 161011077214639258871077224121585914821168031463910772101435859 2588710772585924121241211077261751680316803 1397813531463924121 1610121056628585921039168031397811275131735859241211014316803 
2,161011077214639258871077224121585914821168031463910772101435859 10143741013531463962816803 488674101463924848 1610110772146392588710772241215859139786175585924121139781077210143 7410770762816803628628 168032412113978107721463916803 161011077214639258871077224121 2103958591482110772617511275 
2,161011077214639258871077224121585914821168031463910772101435859 741024848 21039107721463962813978 13978107721482116803 21039617511275 139787410241211077225887468213978 
1,161011077214639258871077224121585914821168031463910772101435859 131731077225887 62848865859241212484811275 18036107722412124848 148217410741013173 61751077225887468213978 2103961751077225887468213978 241211127510143 628210397410 24121168031680313173 10143585977075859146391680313978 6281077224121258871680314639 139784682107722412124848 
1,161011077214639258871077224121585914821168031463910772101435859 131737410 24121168031680313173 14639168031014316803107721803613978 5859628585918036 1014374101353617513173 18036617516803585962816803 468216803617518036 
0,161011077214639258871077224121585914821168031463910772101435859 168031482177077410628628 77075859131732588716803 18036585913978101434682 628135318036168031463910772741014639 74102412116803 1014313531463914639168032412113978617511275 135362816803 4682139781397818036 101437410 210392663 210561680361757707741024121 
0,161011077214639258871077224121585914821168031463910772101435859 1610121056 174922103924848 61755859 1317310772146391397811275 18036617558592412116803 628139785859241211317358591463913173 
0,161011077214639258871077224121585914821168031463910772101435859 2103961751077225887468213978 1610121056 468216803585913173 61755859 174922103924848 1317310772146391397811275 161015859 18036617558592412116803 16803161011680314639 628585913173 258871463916803585913978 585910772146396175107722412116803 
2,161011077214639258871077224121585914821168031463910772101435859 258871680313978 6282663135358591463916803 58594886585911275 6287410148211680374102412116803 18036107721014324848 6287410741024121 139784886168031680313978 139784886168031680313978 62874107410241211680314639 
0,161011077214639258871077224121585914821168031463910772101435859 58591610110772628 1463916803241211397858596175 10143741024121139781077224121135316803 770713531397813978741024121 488674101463924848 4886168037707628107721397816803 77077410741024848 10143585914639 139781463911275 13978107721482116803 18036468274102412116803 62813531014324848 
0,161011077214639258871077224121585914821168031463910772101435859 13173168036175585911275 
0,161011077214639258871077224121585914821168031463910772101435859 1014313531463914639168032412113978617511275 14821107722412113531397816803 46827410617513173 10143135362813978 628168031463916101107721014316803 24121168031680313173 58592412111275139784682107722412125887 58591317313173 6175585918036 10143468210772617513173 146391680362816803146391610158591397810772741024121 
1,161011077214639258871077224121585914821168031463910772101435859 58591317313173 18036107726175617574104886 10772241216281397816803585913173 61751077216803 210396175585913978 62816803585913978 21039107721463962813978 1014361755859628628 58591463914821 1463958591014316803 4682139781397818036 101437410 62821039174921317313535859468221056 2220 62824848107722103913978 
2,161011077214639258871077224121585914821168031463910772101435859 24848585914639107722412162861751680316803 10143741013531463962816803 21039135324121 101431680361751680377071463958591397816803 13978468258592412124848628 46825859180361803611275 10143468210772241211680362816803 24121168034886 1127516803585914639 
2,161011077214639258871077224121585914821168031463910772101435859 2103961751077225887468213978 77077410741024848 18036146397410770761751680314821 6175585962813978 628168031014374102412113173 2103961751077225887468213978 24121168032105613978 4886168031680324848 628210397410 628585924121 1014346825859241211014316803 488658592412113978 25887107722103913978 18036146397410148217410 1014374101317316803 62810772241211014316803 617574101610116803 25887135311275 
0,161011077214639258871077224121585914821168031463910772101435859 101437410148211680324121107721397811275 770758592412124848 1749274102484816803 18036617516803585962816803 1014346825859241212588716803 241217410139784682107722412125887 101437410241216281397858592412113978 18036146397410770761751680314821 770758592412124848 
1,161011077214639258871077224121585914821168031463910772101435859 1317314821 1353 585961756287410 58591317313173 
2,161011077214639258871077224121585914821168031463910772101435859 258871463958592412113173148215859 16803617561755859 139784682 488674101353617513173 617513978 770713173585911275 2588714639168031680313978 2103961751077225887468213978 1014314639168034886 628139781680348865859146391317316803628628 16803585962813978168031463924121 585910772146396175107722412116803 
2,161011077214639258871077224121585914821168031463910772101435859 7707135311275 139781077221056 58591397821056 131735859617561755859628 14639741013531397816803 13978468258592412124848628 58591317313173 617574101610116803 1127514639 585910772146396175107722412116803 58591482118036 1127514639 4886168037707628107721397816803 77071680362813978 1397814639585924121628585910143139781077274102412158596175 628107721397816803 16803161011680314639 
1,161011077214639258871077224121585914821168031463910772101435859 5859241211127513978107721482116803 628135325887585921039617511275 
2,161011077214639258871077224121585914821168031463910772101435859 25887107721610116803 101431463916803131731077213978 617558591397816803 2103961751077225887468213978 2103961751077225887468213978 112751680362813978168031463913173585911275 258871463916803585913978 628168031463916101107721014316803 488674104886 14821741014821168032412113978 1353241211680321056180361680310143139781680313173 25887168036281397813531463916803 
1,161011077214639258871077224121585914821168031463910772101435859 24121168031680313173 14639168031014316803107721803613978 2103961751077225887468213978 1014346825859241212588716803 628168032412113173 74102412116803 
0,161011077214639258871077224121585914821168031463910772101435859 62813537707148211077213978 628139785859139781353628 14821585913978101434682 1463916803266313531680362813978 770758591014324848 628139781077261756175 4682585916101168032412113978 46821680358591463913173 1077214821 21039617511275 1482174102412113173585911275 61757410741024848 58591014310143168036175168031463958591397816803 
2,161011077214639258871077224121585914821168031463910772101435859 628585921039168031397811275 161011077213173168037410 4682139781397818036 101437410 1014326631482114821 24121135316803 617574101610116803 21039107721463962813978 10143146397410628628 101437410135324121139781463911275 2103961751077225887468213978 61751077216101168034886168036175617513978146395859161011680361751680313173 6281127513978112751014313173 
2,161011077214639258871077224121585914821168031463910772101435859 61757410741024848 21039585913978 61757410741024848 112751353148211482111275 
1,161011077214639258871077224121585914821168031463910772101435859 10143168037410 628585911275 6287410135313978468248861680362813978 58591482118036 17492168031397877076175135316803 6281397814639585911275 617574104886 10143741062813978 14821741013173168036175 4682139781397818036 101437410 62810143139787410148214682 
