Sentiment,clean_text_fn
1,101437410148211803658592412111275 6281803661751077213978 1397848867410 1803658591463913978 1014374101482116803 14821741024121139784682 16803628628168032412113978 7410488624121 741018036168031463958591397816803 18036146397410131731353101431397810772741024121 62813531803618036617511275 1680324121168032105610772628 7410488624121107722412125887 741018036168031463958591397816803 25887146391077213173 
1,7410210392103910772101431077258596175 1317310772628101436175741062816803 10143741024121139781463958591014313978 1610158596175135316803 
2,617574102412113173741024121 617516803585913173 628468258591463916803 13978741013173585911275 1749213531482118036 5859617514821741062813978 180367410107722412113978 14821585914639248481680313978 7410180361680324121 
1,139784682107721463913173 26631353585914639139781680314639 21039107726281014358596175 168032103974101463916803 628488613532412125887 241211680313978 61757410628628 16803135314639 1610116803146396281353628 241211680313978 18036146397410210391077213978 16803135314639 1014374101463914639168036281803674102412113173107722412125887 18036168031463910772741013173 21039107726281014358596175 
1,25887146397410135318036 741018036168031463958591397816803 61757410628628 16803135314639 1482124121 18036146397410210391077213978 16803135314639 1482124121 
0,1482174101610116803 13978146391077225887258871680314639 488616803585924848 13173168031482158592412113173 2103974101463916803628139781463911275 1680326631353107721803614821168032412113978 1353241211014316803146391397858591077224121 14821585914639248481680313978 6281077213978135358591397810772741024121 
1,101437410148217707107722412116803 101437410148211803658592412111275 18036146397410 21039741014639148215859 241211680313978 6285859617516803 14821617524121 168031353146397410 14821617524121 7410180361680314639585913978107722412125887 18036146397410210391077213978 14821617524121 168031353146397410 14821617524121 
2,1482158592412158592588716803 131731077214639168031014313978741014639 2484858591463910772 10772241212484810772241211680324121 628585911275 62818036741024121131735859 617516803585962816803 741018036168031463958591397810772741024121 131731680316101168036175741018036 468210772258874682617511275 21039585916101741013531463958597707617511275 
0,14821585914639101434682 25887741061751317314821585924121 6285859101434682628 1680362813978107721482158591397816803 241211680325887585913978107721610116803 1803614639741062818036168031014313978 241217410146394886168032588710772585924121 148217410770710772617516803 741018036168031463958591397810772741024121 241217410146394886585911275 139781680361751680324121741014639 58596285859 74106286175 13978168036175 628488616803131731680324121 1397816803617510772585962874102412116803146395859 58597707 628139787410 13978617562824121 628468274101463913978 13978168031463914821 
2,1397862861755859 6281397816803585914821 6281397874101014324848 14639168036175168032412113978617516803628628 14821741014821168032412113978 
1,148215859146395859139784682741024121 1680362813978107721482158591397816803 1610158596175135316803 14639168031482158591077224121 6281397858592484816803 1803614639741013978585961751077221056 14821107726175617510772741024121 
2,48864682107721397877071463916803585913173 628468258591463916803 1803614639107721014316803 10143617510772148217707 2663 6285859617516803 258871463974104886139784682 
1,107722412110143585918036 10143741024121139781463958591014313978 148215859241211353210395859101431397813531463916803 6281353770762810772131731077258591463911275 107722412110143585918036 101437410146391803674101463958591397810772741024121 210391077224121617558592412113173 
2,7410180361680314639585913978107722412125887 18036146397410210391077213978 1397874101397858596175 16803135314639 1482124121 62861751077225887468213978617511275 16803135314639 1482124121 1014374101463914639168036281803674102412113173 18036168031463910772741013173 
1,258877410 14821585914639248481680313978 112751077216803617513173 25887135310772131735859241211014316803 585914639168035859 25887107721610116803 1353 2103961751680321056107727707107726175107721397811275 258877410 139784682 
0,1463913978 6281397874101014324848131731680314821741024121628 139784682107722412124848 628468274101463913978 101436175741062816803 148211077225887468213978 180366175585911275 6281803611275 468210772258874682 770716803139785859 146391680316101168031463962816803 61757410741024848 4886741014639139784682 6284682741013978 
2,16101131734886 101437410148217707107722412116803 61752105616803 131731680316101107721014316803 168032412146825859241211014316803 1803614639741013173135310143139781077216101107721397811275 168032412158597707617516803 4886741014639248481680314639 135362816803 628107722412125887617516803 131731680316101107721014316803 1803616803146392103974101463914821 161017410107721014316803 62810143585924121 2484816803112757707741058591463913173 21039135324121101431397810772741024121 
2,1397846821353628 1482116803139784682741013173 10143135313978 488674101463924848 10143741062813978 210395859628139781680324121 180366175585924121 7707135310772617513173107722412125887 180361463974101014316803628628 
0,1397858596175168032412113978135314821 241211680313978 6285859617516803 628168031803613978168031482177071680314639 62814821585961756175 168032105618036168031014313978 
1,1014374101803611275146391077225887468213978 58592103921056 24121168034886628 58592103921056 210391077224121585924121101431077258596175 24121168034886628 61757410258877410 14639168032588710772628139781680314639 1397814639585913173168031482158591463924848 58592103921056 24121168034886628 617510772148211077213978 
0,6175241212484813173 13173585910772617511275 180364682585962816803 1463916803139781680362813978 1803614639107721014316803 16803210561803616803146391077216803241211014316803 16803585914639617511275 14639168031749216803101431397810772741024121 1463916803139781680362813978 4682139781397818036 6281397824848628 101437410 2105621056 
1,146397707 146391680318036741014639139781680313173617511275 585918036180367410107722412113978 46827410488658591463913173 1317358591610111275 24121168032105613978 1014346825859107721463914821585924121 
0,1397816803628101437410 5859628131735859 6285859617516803 21039585961756175 14821585914639101434682 1317310772628101437410135324121139781680314639 10143741024121139781077224121135316803 2484858592412113978585914639 
1,24121168034886 16101168031463962810772741024121 1077214821180367410146391397858592412113978 1353 1077224121139781463974101317313531014316803 77071077214821 180361463974101014316803628628 7707585962816803 13173168031397858591077261751680313173 7707135310772617513173107722412125887 1077224121210397410146391482158591397810772741024121 14821741013173168036175 
1,628585914821180367410 18036617510143 17492585914639148217410 628585961757410241211680324121 468216803585913173 1077224121161011680362813978741014639 1463916803617558591397810772741024121 25887146397410135318036 1014374101482114821135324121107721014358591397810772741024121 13978168036175 1317310772628139781463910772770713531397810772741024121 2412158596281317358592663 74101482121056 468216803617562810772241212484810772 1803614639107722412110143107721803658596175 14821168031317310772135314821 210391077224121585924121101431077258596175 6281353180361680314639161011077262874101463911275 58591353139784682741014639107721397811275 488648864886 628585914821180367410 10143741014821 585924121241217410135324121101431680314821168032412113978 1317310772628139781463910772770713531397816803 139784682741014821628741024121 14639168031353139781680314639628 77071680346825859617521039 139784682741014821628741024121 14639168031353139781680314639628 10143617510772168032412113978 
2,7707585914639146397410241216287410241216175107722412116803 6281680316803 58591803618036617516803 628468258591463916803 1127516803585914639 13978741013173585911275 258871463974104886 628168031463916101107721014316803 77071353628107722412116803628628 58595859180366175 4682139781397818036 101437410 77071317324121168032484824121 6175 
1,1803646825859146391482158591014316803135313978107721014358596175 14821585914639248481680313978 180367410617558592412113173 2588761757410770758596175 146391680362816803585914639101434682 131735859139785859 628168031463916101107721014316803 18036135377076175107726284682 146391680310143168032412113978617511275 14821585914639248481680313978 585924121585961751127562810772628 1803646825859146391482158591014316803135313978107721014358596175 14821585914639248481680313978 180367410617558592412113173 
0,5859617513978741025887168031397846821680314639 2103910772241212412158591077214639 1014358592412110143168036175 2103961751077225887468213978 6281397814639107722484816803 
1,16803148211803661757410112751680314639 13978741025887168031397846821680314639 46821680358596175139784682 18036168031463962874102412124121168036175 6281353180361803674101463913978 266313531077213978 18036585911275 1803658591463913978 10143741062813978 241211077210143741013978107722412116803 13978146391680358591397814821168032412113978 
1,18036146391680313978585921056 61757410628628 1397874101397858596175 16803135314639 1482124121 101437410148211803658591463916803 61757410628628 16803135314639 1482124121 1014374101463914639168036281803674102412113173107722412125887 18036168031463910772741013173 
1,741014639131731680314639 107722412110143617513531317316803 62846821077218036 101431463958592412116803 1317316803617510772161011680314639 1014374102412113978585910772241211680314639 210391680316803131731680314639 7707135310772617513173 4886168032412110143468274102412125887 628468210772180361127558591463913173 10143468210772241215859 
1,10143741018036180361680314639 617516803585913173 24121107721014324848168036175 585961756287410 1317314639741018036 468277077410628 468277077410628 180366175135314821148211680313978 1803616803241212412111275 628585911275 1127516803585914639 26580 
2,258877410741025887 139781680362813978 13173585911275 1014374102412162874106175107721317358591397810772741024121 4682139781397818036 6281397824848628 101437410 4682 101431803617492 
1,1749274101077224121 1397816803101434682241217410180367410617510772628 2484874102412116803 46827410617513173 161015859146391077274101353628 180367410628107721397810772741024121 4886107721397846821077224121 25887146397410135318036 146391680310143168032412113978617511275 131731077214639168031014313978741014639 628168031463916101107721014316803 77071353628107722412116803628628 77071353628107722412116803628628 13173168031610116803617574101803614821168032412113978 2484874102412116803 14821107721317313173617516803 16803585962813978168031463924121 741018036168031463958591397810772741024121 
2,62813531014310143168031680313173 1077224121101431463916803585962816803 14821585914639248481680313978 628468258591463916803 6281680361756175 5859180365859146391397814821168032412113978 1014374101482114821168032412113978 1482114639 2484858591463910772 2484858591353241211077262824848585924121258875859628 468216803585913173 112751077213978 1077224121139781680314639241215859139781077274102412158596175 1014374102412162813978146391353101431397810772741024121 628168031463916101107721014316803 
2,1803614639741021039107721397858597707107726175107721397811275 1680377071077213978 101437410148211803658591463916803 180361463916803161011077274101353628 1127516803585914639 18036168031463910772741013173 
1,21039107722412124121107726284682 25887168037410628168032412113978146391077210143 241211680313978 6285859617516803 1317316803101431463916803585962816803 16803135314639 17492585924121135358591463911275 14821585914639101434682 
1,18036617558592412113978 62810143468216803131731353617516803 10143741014821180366175168031397810772741024121 617558591397816803 2103916803770714639135358591463911275 468258592412113173 585914639168035859 17492585924121135358591463911275 1397848867410 628135318036180366175107721680314639 24121741024848107725859 58596281803674101014374101482118036 25887146397410135318036 74101127517492 18036168031463961757410628 5859241212412174101353241211014316803 180366175585924121 1680362813978585977076175107726284682 18036617558592412113978 4886107721397846821077224121 24121741024848107725859 101437410148211803661751680321056 13978741025887168031397846821680314639 1077224121161011680362813978 14639 101431463974101463916803 
2,13531803614821 24848112751482114821168032412116803 135318036258871463958591317316803 6175107722412116803 1353241211317316803146391803616803146392103974101463914821 25887741061751317314821585924121 6285859101434682628 
0,628617513531482118036 4886168031077214639 617516803585913173 210391397862816803 14639168031014374101463913173 468210772258874682 
1,17492585924121 2103974101463913173 628139781463913532588725887617516803 2103958591014316803 628617574104886 139781463913531014324848 628135316101 6285859617516803 62813531463921039168031077213978 1317358591397816803 258871680313978 139785859 10143585914639 
0,1463974101127558596175 148215859107726175 770714639168035859101434682 10143741014821180361680313978107721397810772741024121 617558594886 131731680361751077216101168031463911275 628168031463916101107721014316803 1014346825859241212588716803 74102103910143741014821 10143617558591077214821 
1,101437410741018036168031463958591397810772741024121 107722412116101741061751610116803 58591463916803241215859 1803658591463913978241211680314639 7707135311275 628468258591463916803 24121168034886 174927410107722412113978 1610116803241211397813531463916803 101437410148211803658592412111275 741018036168031463958591397816803 58596175148215859 14821168031317310772135314821 468274101482116803 6285859617516803 161011680346821077210143617516803 101437410241216281353148211680314639 5859131731610116803146391397810772628107722412125887 1482158591463924848168031397818036617558591014316803 77071353628107722412116803628628 
1,168032103974101463916803 18036617558592412113978 628585958591463910772174925859146391610110772 101431680324121139781463958596175 210391077224121617558592412113173 74102412116803 61755859146392588716803 16803148211803661757410112751680314639 14639168032588710772741024121 
1,46827410488616803161011680314639 628468274101463913978 13978168031463914821 1463916803241211397858596175 7707168031014374101482116803 1803674101803613536175585914639 
1,16803148216285859 13173168031803613531397811275 1014346825859107721463914821585924121 7707741058591463913173 1749213531463910772 6175168031482177071680314639 139781680361756175 770724121628 48861680313173241211680362813173585911275 21039107721463962813978 13978107721482116803 468216803585914639 6281397814639107722484816803 62848861680313173107726284682 628107721317316803 10772241212103974101463914821 168036281397874102412110772585924121 13532412110772741024121 112751680313978 
2,1397816803628101437410 101436175741062816803 24121168034886 1014346825859107721463914821585924121 131731077221056741024121628 1014358591463918036468274102412116803 174927410468224121 585961756175585924121 210391463958591482116803 
1,131731680316101107721014316803 741021039210391680314639 14821135361751397810772148211680313173107725859 18036168031463921039741014639148215859241211014316803 5859617574102412125887 4682741062813978 1803614639741013173135310143139781077216101107721397811275 585918036180366175107721014358591397810772741024121 107722412110143617513531317316803 6175107721610116803 6281397874101014324848 1803614639107721014316803 
2,6285859617516803 10143617510772148217707 180361014313978 7707617524121 16803135314639 628135314639180365859628628 14821617524121 16803135314639 1014374102412162816803241216281353628 21039107722588713531463916803 
0,210397707 1397813531463924121 770758591014324848 16803585914639617511275 1397814639585913173107722412125887 4682139781397818036 101437410 1463916803135321039 1803622204682770714821 
1,13531397858594682 10143585918036107721397858596175 488658592412113978 24121168032105613978 1353 46821680358591317326631353585914639139781680314639628 5859148211680314639 6281803674101463913978 1014374101463918036 6282484810772 1680326631353107721803614821168032412113978 101437410148211803658592412111275 
2,7410617513173 14821135313978135358596175 21039107721463962813978 26631353585914639139781680314639 6285859617516803 77071353741011275 168031482116803146392588716803 14821585914639248481680313978 
1,1317310772161011077213173168032412113173 1803658591127558597707617516803 2103916803770714639135358591463911275 628468258591463916803468274106175131731680314639 14639168031014374101463913173 17492585924121135358591463911275 
0,6285859617516803 210391077224121617558592412113173 131731680310143146391680358596281680313173 17492585924121135358591463911275 6285859617516803 7410135313978628107721317316803 210391077224121617558592412113173 1317314639741018036 
2,2103913531463913978468216803146391482174101463916803 77071353241212588716803 585961756287410 628107722588724121 61751077210143168032412162816803 58592588714639168031680314821168032412113978 6281353241212412113532412113978585910772 101435859146396175628468258591482124121 148211680317492168031463910772 77071463958592412113173 
2,2484816803628248487410 101437410146391803674101463958591397810772741024121 6281397874101014324848 16803210561014346825859241212588716803 1463916803617516803585962816803 2484816803628248487410 101437410146391803674101463958591397810772741024121 5859628180367410 18036617510143 13978741013173585911275 628107722588724121 58592588714639168031680314821168032412113978 5859628180367410 58591014326631353107721463916803 628468258591463916803 10143585918036107721397858596175 2484858591353248487410 13978168036175248487410 61751397813173 6281353770762810772131731077258591463911275 4886468274106175617511275 7410488624121 2484816803628248487410 
0,6175135361751353 741013531397861757410741024848 2663 6175741062816803 1463916803161011680324121135316803 146395859241212588716803 14821107726175617510772741024121 14821107726175617510772741024121 258877410741013173 
1,148217410770710772617516803 1014374101482114821135324121107721014358591397810772741024121 4886107721463916803617516803628628 7707146397410585913173770758592412113173 180361463974101610110772131731680314639 24121741024848107725859 107722412110143 241211127562816803 24121741024848 13978741013173585911275 6281680313978 24121168034886 210391077224121585924121101431077258596175 13978585914639258871680313978 210397410146391680310143585962813978 24121741024848107725859 148217410770710772617516803 131731680316101107721014316803 1077224121131731353628139781463911275 585961756287410 24121741024848107725859 6281077216803148211680324121628 241211680313978488674101463924848 148217410770710772617516803 210391077221056 10772241212103914639585962813978146391353101431397813531463916803 1463916803617558591397816803 628168031463916101107721014316803 14821585914639248481680313978 
1,180367410112751463911275 18036617510143 5859131731317310772139781077274102412158596175 1077224121210397410146391482158591397810772741024121 46821680310772248482484810772 148215859617510772241211680324121 1803614639168036281077213173168032412113978 10143168037410 180367410112751463911275 18036617510143 13978168036175 180367410112751463911275 2588761757410770758596175 168032105618036168031463913978 101437410241216281353617513978 1680324121258871077224121168031680314639107722412125887 
1,13173585924121107726284682 101437410148211803658592412111275 210396175628148211077213173139784682 585910143248482412174104886617516803131732588716803 1610110772741061755859139781680313173 18036585913978168032412113978 46827410617513173 21039107722412124121107726284682 1482116803139786287410 
1,585914821585924121131735859 10143585918036107721397858596175 107722412116101168036281397814821168032412113978 1803614639107721610158591397816803 1680326631353107721397811275 2103913532412113173 135324121266313537410139781680313173 101437410148211803658592412111275 1482158591077224121617511275 1680313531463974101803616803 
2,241211680313978 10772241211397816803146391680362813978 10772241211014374101482116803 16803135314639 1482124121 16803135314639 1482124121 
1,1749216803131731680314639 770716803139785859 1397816803628139781680314639 16803146394682 21917617513978 24848741062813978168032412161757410628 62816803101434682628 1482174102412158591397816803 617558592412125887 1353180361317358591397816803 13532412113173 4682585913978 61755859135313978 16803107722588716803241211680314639 5859135362862858592588716803 131731077216803 213042588761751077210143468224848168031077213978 131731077216803 2103910772241215859617516803 16101168031463962810772741024121 22201353 77071680316803107722412121039617513536286281680324121 
1,1749218036 1482174101463925887585924121 168032105618036168031014313978 62810143585961755859 617574104886 2412174107707168036175 77071077274101014358591463916803 258871463974104886139784682 210397410146391680310143585962813978 1014313531463914639168032412113978 25887135310772131735859241211014316803 180361014313978 48861680361756175 741018036168031463958591397816803 14821585914639258871077224121 13978585914639258871680313978 1014313531463914639168032412113978 180361014313978 
2,58591610110772161015859 18036146397410148211077262816803 468210772258874682 1317310772161011077213173168032412113173 77077410741062813978 21039617558592588725887107722412125887 628468258591463916803 1803614639107721014316803 
1,58591317313173107721397810772741024121 148211077213173628 585961754886585911275628 7410241216175107722412116803 168032412158597707617516803 21039135361756175 1077224121139781680314639241211680313978 77071463974104886628107722412125887 
2,210391077262824848585914639628 628139781463974102412125887 18036741014639139782103974106175107727410 1077224121139781680314639241215859139781077274102412158596175 77071463958592412113173 107722412110143617513531317316803 210391077262824848585914639628 10772107721397813978585961755859 25887168031463977071680314639 628107726175161015859 77071353628139781680314639 
0,139781680362861755859 14821741013173168036175 21056 146391680310143585961756175 58591317313173 146391680361751077258597707107726175107721397811275 10772628628135316803 1397862861755859 4682139781397818036628 101437410 1749216101210562663 131737410210562412118036 
1,2412158591482116803 77071353112751680314639 1317310772628101436175741062816803 
2,241211680313978 6285859617516803 161011680325887168031397858597707617516803 7410107726175 77071353628107722412116803628628 146391077262816803 16803135314639 1482124121 16803135314639 1482124121 
1,58592588714639168031680314821168032412113978 770716803241211680321039741024121 2103974101463913978468210143741014821107722412125887 146395859241212588716803 1397848861077225887 10772241211397816803258871463958591397816803 2588718036628 24121585916101107722588758591397810772741024121 148217410770710772617516803 18036468274102412116803 131731680316101107721014316803 135362816803 174927410107722412113978617511275 131731680316101168036175741018036 4886168037707 7707585962816803 139781463958591014324848 617574101014358591397810772741024121 1397816803101434682241217410617574102588711275 101437410241216281353148211680314639 10143741014821148211680314639101431077258596175 585918036180366175107721014358591397810772741024121 
1,2103974106175617574104886 1077224121101431463916803585962816803 4682135346821397858591482158592484810772 14639168032588710772628139781680314639 628468258591463916803 10143585918036107721397858596175 16803135314639 2412113531482177071680314639 628468258591463916803 74101353139786281397858592412113173107722412125887 
2,139784682146391680316803 1127516803585914639 1397813531463924121 585914639741013532412113173 180361463974102588714639585914821 168032105618036168031014313978 168032412162813531463916803 62858596175741014821741024121 2103913531397813531463916803 1014374101482118036168031397810772139781077216101168032412116803628628 101437410148211803658592412111275 628585911275 
2,585913531397813531482124121 180366175585924121 16803210561803658592412113173 628168031463916101107721014316803 62813978 1803616803139781680314639628770713531463925887 1482174106281014374104886 61755859135324121101434682 628168031463916101107721014316803 11275168032484858591397816803146391077224121770713531463925887 146391353628628107725859 21039617511275 139784682146391680316803 13978107721482116803 4886168031680324848 
0,101437410148211803658592412111275 18036146397410210391077213978 1397874101397858596175 6175 4682 1127516803585914639 1127516803585914639 
2,210391680313173168031463958596175 628168031014314639168031397858591463911275 13978146395859241216281803674101463913978 1014374101482114821135324121107721014358591397810772741024121 14821168032105610772101437410 5859488658591463913173 180367410112751463911275 1482116803210561077210143585924121 1803658591463913978241211680314639 628107722412113978146395859 101437410241216281353617513978107722412125887 10143741024121139781463958591014313978 101437410241212412116803101431397810772741024121 77071353168032412158591610110772628139785859 101431353585913531397810772139786175585924121 628135377071353146397707585924121 1463958591077261754886585911275 
2,21039131735859 585918036180361463974101610116803628 5859628139781463958592220168032412116803101435859 1317314639135325887 585913173161015859241211014316803 617513532412125887 10143585924121101431680314639 
1,741014639131731680314639 107722412110143617513531317316803 1482116803139786287410 210397410135314639139784682 26631353585914639139781680314639 741014639131731680314639 7707585910143248486175741025887 
1,6175107721680324848628585958591463916803 741011275 168035859146396175107721680314639 14639168032588758591463913173 10143741024121139781463974106175 6285859585914639168036175585910772241211680324121 741011275 10772241211317310772161011077213173135358596175 628468258591463916803468274106175131731680314639 628468258591463916803468274106175131731680314639 58592588714639168031680314821168032412113978 
2,1463958592588713531397810772628 10143741024121139781463974106175 21039107722412124121107726284682 770714639168034886168031463911275 14639168031803674101463913978 180361680314639 10143168032412113978 146391077262816803 7707168031680314639 6285859617516803 14821107726175617510772741024121 617510772139781463916803 46827410617513173 180361680314639 10143168032412113978 14821585914639248481680313978 628468258591463916803 
0,148211014318036 14639741061756175 24121168034886 10772241211397814639585913173585911275 617574104886 770774101397813978741014821 180361077210143248481680314639 10143741024121139781077224121135316803 258871680313978 13173168036281397814639741011275 
1,101437410148211803658592412111275 58592412124121135358596175 13978135314639241217410161011680314639 16803135314639 
1,770714639585924121101434682 210391077224121617558592412113173 58592412124121135358596175 1463916803161011680324121135316803 210391077224121617558592412113173 
1,18036741014639139782103974106175107727410 1014374101482118036146391077262816803 617516803585962858597707617516803 6281803658591014316803 161015859101435859241211014311275 1463958591397816803 1463974101353258874682617511275 61751680313978 585914639741013532412113173 13978168032412158592412113978 1397848867410 61755859146392588716803 62848861680313173107726284682 2588774101610116803146392412114821168032412113978 16803146391077210143628628741024121 
2,48861803618036 77077410741062813978 6285859617516803 131731680362818036107721397816803 1014358591353139781077274101353628 10143617510772168032412113978 
1,14821168031317310772135314821 13978168031463914821 7410180361680314639585913978107721610116803 13978585914639258871680313978 101437410148211803658592412111275 14639168031482158591077224121 135324121101434682585924121258871680313173 
0,58591317318036 24121168034886628 21039168037707 21039107722412124121107726284682 14639168031397858591077261751680314639 2484816803628248487410 74101127517492 4682168036175 2484816803628770716101 628585911275 13978741013173585911275 1397874101397858596175 6285859617516803 168032105610143617513531317316803 1610158596175135316803 58591317313173 13978585921056 16101585913978 6281397858592412113173 16803135314639 14821107726175617510772741024121 135362813173 17492585924121135358591463911275 1127516803585914639 11275168035859 
2,101437410241216281353148211680314639 48861680361756175 14639168031014316803107721610116803 1803658591014324848 2103914639168036284682 1482116803585913978 
1,1014374101463914639168031014313978 101434682585918036139781680314639 1680324121139781077214639168031397811275 
1,14821585917492741014639 1803658591463913978 131731680361751077216101168031463911275 107722412110143617513531317316803 131731077221039210391680314639168032412113978 585910143 101432105616803 5859148211803661751077221039107721680314639 6287410617513531397810772741024121 180361463974101317313531014313978 1317310772241214682 139781680361751680310143741014821 101437410148211803658592412111275 58591014326631353107721463916803 13978168036175168036281397816803 6175585962813978 6281803614639107722412125887 
2,1397810772168031397874101680324121585913978741014639 135362816803 24121741024848107725859 107722412113978168036175617510772628112752412110143 148217410770710772617516803 6281353107721397816803 4886107721463916803617516803628628 16803148215859107726175 1014358596175168032412113173585914639 131731680316101107721014316803 148215859241215859258871680314821168032412113978 1014358591803658597707107726175107721397811275 101437410148211803658592412111275 168032105613978168032412113173 628168031463916101107721014316803 101431353628139787410148211680314639 
1,1803614639741016101107721317316803 468216803585913978 2103974101463914821 4682741013978 48865859139781680314639 62858594886148211077261756175 24121168031680313173 
0,46827410488616803161011680314639 241211680313978 6285859617516803 1317316803101436175107722412116803 16803135314639 14821107726175617510772741024121 16803135314639 7707107726175617510772741024121 
2,628168031014374102412113173 26631353585914639139781680314639 14639585913531397816803 241211680313978 61757410628628 241215859146391463974104886 16803135314639 16803135314639 14821107726175617510772741024121 18036168031463910772741013173 
2,131732588710772 139781680310143468224121107721014358596175 58596175168031463913978 2588710772617561751077225887585924121 10772628617558592412113173 7707135311275 6281680313978135318036 6281397874101014346825859628139781077210143 7707135311275 62810772258872412158596175 617510772222058591463913173 7707135361756175107726284682 4682585914821148211680314639 101435859241211317361751680362813978107721014324848 48861077213173 4682139781397818036 6281397824848628 101437410 10143 241211353 
1,14639168031014374101463913173 1317358591397816803 1317310772161011077213173168032412113173 1317310772628139781463910772770713531397810772741024121 14821585914639101434682 
2,4682 1482174101610116803 168032412146825859241211014316803 258871463974104886139784682 
1,1680377071463913173 135362816803 2103913532412113173 1803614639741016101107721317316803 14821107726175617510772741024121 61757410585924121 7707 180367410146391397810772741024121 14821107726175617510772741024121 168031353146397410628 628112752412113173107721014358591397816803 1397848867410 21039107722412124121107726284682 10143741014821148211680314639101431077258596175 770758592412124848 2412174101463913173168035859 770758592412124848 210391077224121617558592412113173 18036617510143 14821107726175617510772741024121 168031353146397410 180367410468217492741061755859 770758592412124848 18036617510143 14821107726175617510772741024121 168031353146397410 
1,628139787410101432484846827410617514821 14821585914639101434682 10143112757707168031463910143741014821 10143112757707168031463910143741014821 25887146397410135318036 468210772258874682 1397816803101434682 1014374102412162813536175139785859241211014311275 741021039210391680314639 2588761757410770758596175 62874101353146391014316803 168032412113173 168032412113173 6287410617513531397810772741024121 
0,628585911275 6175741062816803 21039107721610116803 2103958591482110772617511275 14821741024121139784682 168031014374102412174101482111275 1482158592412111275 1482158592484816803 5859617513978168031463924121585913978107721610116803 58591463914639585924121258871680314821168032412113978 62858591610116803 148217410241211680311275 
1,14821107726175585924121 58592103921056 10772139785859617510772585924121 62846821077218036 25887146397410135318036 25887146391077214821585961751317310772 1077224121101431463916803585962816803 6281397858592484816803 21039107722412124121107726284682 101437410148211803658592412111275 210391077224121241216175107722412116803628 180361014313978 180361014313978 46827410617513173 1749213532412116803 5859101431014374101463913173 24121168034886628 58592588716803241211014311275 5859241216285859 
1,1014374101482114821168032412113978 131731680358596175 628468258592412116803 6175168032412124121741024121 6281610118036 14821585914639248481680313978107722412125887 180361463974101317313531014313978 13173168031610116803617574101803614821168032412113978 2588711275180366281077210772 628585911275 
1,16803210561397816803146392412158596175 241211680313978 6285859617516803 1803614639107722412113978 77071353628107722412116803628628 210391680361756175 1803658591463913978617511275 13173135316803 13978168031463914821107722412158591397810772741024121 1803614639107722412113978107722412125887 10143741024121139781463958591014313978 10772617524848248485859 1127546821397811275148215859 1803614639107722412113978 46827410135362816803 1803614639107722412113978 741011275 628168031014313978741014639 1803661755859112751680314639 4682628628 14821168031317310772135314821 58597707 131731680310143168031482177071680314639 21039585961756175 1803614639107722412113978107722412125887 1803614639107721014316803 
1,25887146397410135318036 107722412113978168032412113173 1463916803617574101014358591397816803 48865859146391680346827410135362816803 74102103921039107721014316803 6281803658591014316803 6175741013531317316803585910143 6285859107722412113978 1482158591463910143168036175 14821741014639161011077261756175585914639628 16803585962813978 101437410135324121139781463911275 58596175146391680358591317311275 741018036168031463958591397816803 46827410741024848 148215859241211353210395859101431397813531463916803 1317310772628139781463910772770713531397810772741024121 1353241211077213978 
1,21039107721463914821 46821680358591317326631353585914639139781680314639 161015859241211397858595859 62874101353139784682168031463924121 210391077224121617558592412113173 16803148211803661757410112751680316803 
1,1803614821 74101482121056 468216803617562810772241212484810772 180361014313978 617574104886 74101482121056 468216803617562810772241212484810772 180361014313978 161017410617513531482116803 14821617524121 16803135314639 
2,4682741024121741014639 1463916803101437410258872412110772222016803 2588758591463913978241211680314639 62818036168031014310772585961751077262813978 77071353628107722412116803628628 180361463974101014316803628628 14821741013173168036175 585924121585961751127562810772628 101437410148211803658592412111275 1482158592412111275 61755859146392588716803 62874102103913978488658591463916803 16101168032412113173741014639 4886741014639617513173 
1,4886168036281397818036585910143 770758592412124848 1014374101463918036 10772628628135316803 770716803241211014346821482158591463924848 1127516803585914639 210391463924121 131731680358596175 168031353146397410 
1,107722412110143617513531317316803 101437410148211803658592412111275 77071463958592412113173 628468258591463916803 131735859139785859 10143585913978168032588774101463911275 48861680361756175 1317310772628139781463910772770713531397810772741024121 10143468258592412124121168036175 131735859139785859 
1,24121168034886 628468258591463916803 62813537707628101431463910772770716803 6281397874101014324848 7410180361397810772741024121 628468258591463916803468274106175131731680314639 146391077225887468213978 101437410148211482116803241211014316803 1317358591397816803 1680324121139781680314639 139781463958591317316803 14639168032588710772628139781680314639 
0,58595859180366175 1803614639107721014316803 14821741014821168032412113978135314821 4886168035859248481680324121 258877410 101436175741062816803 
2,5859101432663135310772628107721397810772741024121 6287410617513978168032663 16803210561803658592412113173 6287410617513531397810772741024121 741021039210391680314639 14821107721014314639741062874102103913978 1317311275241215859148211077210143 77071353628107722412116803628628 62874102103913978488658591463916803 180361463974101317313531014313978 
1,101437410148211803658592412111275 18036146397410210391077213978 1397874101397858596175 6175 
1,6175168031680313173 1077224121139781680314639241215859139781077274102412158596175617511275 1463916803101437410258872412110772222016803 2588714639168031680324121 7707135310772617513173 101431680314639139781077221039107721014358591397810772741024121 62811275628139781680314821 131731680316101168036175741018036 1353 2588714639168031680324121 7707135310772617513173107722412125887 10143741013532412110143107726175 
